,DisGENet_id,Disease_name,Disease_type,Disease_class,Disease_class_name
24468,C1837218,"Cleft palate, isolated",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24469,C1837218,"Cleft palate, isolated",disease,C05,   Musculoskeletal Diseases
24470,C1837218,"Cleft palate, isolated",disease,C07,   Stomatognathic Diseases
24471,C0018553,"Hamartoma Syndrome, Multiple",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24472,C0018553,"Hamartoma Syndrome, Multiple",disease,C04,   Neoplasms
24473,C0265326,Bannayan-Riley-Ruvalcaba Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24474,C0265326,Bannayan-Riley-Ruvalcaba Syndrome,disease,C04,   Neoplasms
24475,C0391826,Lhermitte-Duclos disease,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24476,C0391826,Lhermitte-Duclos disease,disease,C04,   Neoplasms
24479,C0019284,Diaphragmatic Hernia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24480,C0021359,Infertility,phenotype,C13,   Female Urogenital Diseases and Pregnancy Complications
24481,C0021359,Infertility,phenotype,C12,   Male Urogenital Diseases
24482,C0729353,Subfertility,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24483,C0729353,Subfertility,disease,C12,   Male Urogenital Diseases
24484,C4074771,"Sterility, Reproductive",phenotype,C13,   Female Urogenital Diseases and Pregnancy Complications
24485,C4074771,"Sterility, Reproductive",phenotype,C12,   Male Urogenital Diseases
24486,C0010073,Coronary Artery Vasospasm,disease,C14,   Cardiovascular Diseases
24487,C0042487,Venous Thrombosis,phenotype,C14,   Cardiovascular Diseases
24488,C0149871,Deep Vein Thrombosis,disease,C14,   Cardiovascular Diseases
24493,C0038220,Status Epilepticus,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24494,C0038220,Status Epilepticus,disease,C10,   Nervous System Diseases
24495,C0270823,Petit mal status,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24496,C0270823,Petit mal status,disease,C10,   Nervous System Diseases
24497,C0311335,Grand Mal Status Epilepticus,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24498,C0311335,Grand Mal Status Epilepticus,disease,C10,   Nervous System Diseases
24499,C0393734,Complex Partial Status Epilepticus,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24500,C0393734,Complex Partial Status Epilepticus,disease,C10,   Nervous System Diseases
24501,C0751522,"Status Epilepticus, Subclinical",disease,C23,"   Pathological Conditions, Signs and Symptoms"
24502,C0751522,"Status Epilepticus, Subclinical",disease,C10,   Nervous System Diseases
24503,C0751523,Non-Convulsive Status Epilepticus,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24504,C0751523,Non-Convulsive Status Epilepticus,disease,C10,   Nervous System Diseases
24505,C0751524,Simple Partial Status Epilepticus,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24506,C0751524,Simple Partial Status Epilepticus,phenotype,C10,   Nervous System Diseases
24507,C0001623,Adrenal gland hypofunction,phenotype,C19,   Endocrine System Diseases
24508,C0018054,"Gonadal Dysgenesis, 46,XY",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24509,C0018054,"Gonadal Dysgenesis, 46,XY",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24510,C0018054,"Gonadal Dysgenesis, 46,XY",disease,C12,   Male Urogenital Diseases
24511,C0018054,"Gonadal Dysgenesis, 46,XY",disease,C19,   Endocrine System Diseases
24512,C2936694,Swyer Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24513,C2936694,Swyer Syndrome,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24514,C2936694,Swyer Syndrome,disease,C12,   Male Urogenital Diseases
24515,C2936694,Swyer Syndrome,disease,C19,   Endocrine System Diseases
24516,C0003862,Arthralgia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24517,C0003862,Arthralgia,phenotype,C05,   Musculoskeletal Diseases
24518,C0015230,Exanthema,phenotype,C17,   Skin and Connective Tissue Diseases
24519,C0015967,Fever,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24520,C0162296,Polyarthralgia,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24521,C0162296,Polyarthralgia,disease,C05,   Musculoskeletal Diseases
24522,C0342731,Deficiency of mevalonate kinase,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24523,C0342731,Deficiency of mevalonate kinase,disease,C18,   Nutritional and Metabolic Diseases
24524,C0342731,Deficiency of mevalonate kinase,disease,C20,   Immune System Diseases
24525,C0342731,Deficiency of mevalonate kinase,disease,C10,   Nervous System Diseases
24526,C0342731,Deficiency of mevalonate kinase,disease,C15,   Hemic and Lymphatic Diseases
24527,C0398691,Hyperimmunoglobulinemia D,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24528,C0398691,Hyperimmunoglobulinemia D,disease,C18,   Nutritional and Metabolic Diseases
24529,C0398691,Hyperimmunoglobulinemia D,disease,C20,   Immune System Diseases
24530,C0398691,Hyperimmunoglobulinemia D,disease,C10,   Nervous System Diseases
24531,C0398691,Hyperimmunoglobulinemia D,disease,C15,   Hemic and Lymphatic Diseases
24532,C1959626,Mevalonic Aciduria,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24533,C1959626,Mevalonic Aciduria,disease,C18,   Nutritional and Metabolic Diseases
24534,C1959626,Mevalonic Aciduria,disease,C20,   Immune System Diseases
24535,C1959626,Mevalonic Aciduria,disease,C10,   Nervous System Diseases
24536,C1959626,Mevalonic Aciduria,disease,C15,   Hemic and Lymphatic Diseases
24537,C0078982,Arhinencephaly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24538,C0078982,Arhinencephaly,disease,C05,   Musculoskeletal Diseases
24539,C0078982,Arhinencephaly,disease,C10,   Nervous System Diseases
24540,C0079541,Holoprosencephaly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24541,C0079541,Holoprosencephaly,disease,C05,   Musculoskeletal Diseases
24542,C0079541,Holoprosencephaly,disease,C10,   Nervous System Diseases
24543,C0431362,Lobar Holoprosencephaly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24544,C0431362,Lobar Holoprosencephaly,disease,C05,   Musculoskeletal Diseases
24545,C0431362,Lobar Holoprosencephaly,disease,C10,   Nervous System Diseases
24546,C0431363,Alobar Holoprosencephaly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24547,C0431363,Alobar Holoprosencephaly,disease,C05,   Musculoskeletal Diseases
24548,C0431363,Alobar Holoprosencephaly,disease,C10,   Nervous System Diseases
24549,C0751617,Semilobar Holoprosencephaly,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
24550,C0751617,Semilobar Holoprosencephaly,disease,C05,   Musculoskeletal Diseases
24551,C0751617,Semilobar Holoprosencephaly,disease,C10,   Nervous System Diseases
24554,C0040822,Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24555,C0040822,Tremor,phenotype,C10,   Nervous System Diseases
24556,C0040827,Saturnine Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24557,C0040827,Saturnine Tremor,phenotype,C10,   Nervous System Diseases
24558,C0149840,Senile Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24559,C0149840,Senile Tremor,phenotype,C10,   Nervous System Diseases
24560,C0234370,Persistent Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24561,C0234370,Persistent Tremor,phenotype,C10,   Nervous System Diseases
24562,C0234371,Continuous Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24563,C0234371,Continuous Tremor,phenotype,C10,   Nervous System Diseases
24564,C0234372,Intermittent Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24565,C0234372,Intermittent Tremor,phenotype,C10,   Nervous System Diseases
24566,C0234373,Fine Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24567,C0234373,Fine Tremor,phenotype,C10,   Nervous System Diseases
24568,C0234374,Coarse Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24569,C0234374,Coarse Tremor,phenotype,C10,   Nervous System Diseases
24570,C0234375,Massive Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24571,C0234375,Massive Tremor,phenotype,C10,   Nervous System Diseases
24572,C0234376,Action Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24573,C0234376,Action Tremor,phenotype,C10,   Nervous System Diseases
24574,C0234377,Passive Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24575,C0234377,Passive Tremor,phenotype,C10,   Nervous System Diseases
24576,C0234378,Static Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24577,C0234378,Static Tremor,phenotype,C10,   Nervous System Diseases
24578,C0234379,Resting Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24579,C0234379,Resting Tremor,phenotype,C10,   Nervous System Diseases
24580,C0234381,Darkness Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24581,C0234381,Darkness Tremor,phenotype,C10,   Nervous System Diseases
24582,C0235078,"Tremor, Perioral",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24583,C0235078,"Tremor, Perioral",phenotype,C10,   Nervous System Diseases
24584,C0235081,"Tremor, Limb",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24585,C0235081,"Tremor, Limb",phenotype,C10,   Nervous System Diseases
24586,C0235082,"Tremor, Muscle",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24587,C0235082,"Tremor, Muscle",phenotype,C10,   Nervous System Diseases
24588,C0235083,Nerve Tremors,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24589,C0235083,Nerve Tremors,phenotype,C10,   Nervous System Diseases
24590,C0235843,"Tremor, Neonatal",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24591,C0235843,"Tremor, Neonatal",phenotype,C10,   Nervous System Diseases
24592,C0751564,Pill Rolling Tremor,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24593,C0751564,Pill Rolling Tremor,phenotype,C10,   Nervous System Diseases
24594,C0751565,"Tremor, Semirhythmic",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24595,C0751565,"Tremor, Semirhythmic",phenotype,C10,   Nervous System Diseases
24596,C1527384,Involuntary Quiver,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24597,C1527384,Involuntary Quiver,phenotype,C10,   Nervous System Diseases
24598,C0282550,Persian Gulf Syndrome,disease,C24,   Occupational Diseases
24599,C0035579,Rickets,disease,C18,   Nutritional and Metabolic Diseases
24600,C0035579,Rickets,disease,C05,   Musculoskeletal Diseases
24604,C0020433,Hyperbilirubinemia,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24606,C0027497,Nausea,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24607,C0039231,Tachycardia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24608,C0039231,Tachycardia,phenotype,C14,   Cardiovascular Diseases
24609,C0080203,Tachyarrhythmia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24610,C0080203,Tachyarrhythmia,phenotype,C14,   Cardiovascular Diseases
24611,C0040034,Thrombocytopenia,phenotype,C15,   Hemic and Lymphatic Diseases
24612,C0035126,Reperfusion Injury,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24613,C0035126,Reperfusion Injury,disease,C14,   Cardiovascular Diseases
24625,C0030246,Pustulosis of Palms and Soles,disease,C17,   Skin and Connective Tissue Diseases
24628,C0033860,Psoriasis,disease,C17,   Skin and Connective Tissue Diseases
24631,C0017658,Glomerulonephritis,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24632,C0017658,Glomerulonephritis,disease,C12,   Male Urogenital Diseases
24643,C0027707,"Nephritis, Interstitial",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24644,C0027707,"Nephritis, Interstitial",disease,C12,   Male Urogenital Diseases
24649,C0041349,"Nephritis, Tubulointerstitial",disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24650,C0041349,"Nephritis, Tubulointerstitial",disease,C12,   Male Urogenital Diseases
24655,C1704377,Bright Disease,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
24656,C1704377,Bright Disease,disease,C12,   Male Urogenital Diseases
24668,C0027651,Neoplasms,group,C04,   Neoplasms
24669,C0086692,Benign Neoplasm,group,C04,   Neoplasms
24671,C0151699,Intracranial Hemorrhage,group,C23,"   Pathological Conditions, Signs and Symptoms"
24672,C0151699,Intracranial Hemorrhage,group,C10,   Nervous System Diseases
24673,C0151699,Intracranial Hemorrhage,group,C14,   Cardiovascular Diseases
24674,C0553692,Brain hemorrhage,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24675,C0553692,Brain hemorrhage,phenotype,C10,   Nervous System Diseases
24676,C0553692,Brain hemorrhage,phenotype,C14,   Cardiovascular Diseases
24677,C0751893,Posterior Fossa Hemorrhage,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24678,C0751893,Posterior Fossa Hemorrhage,phenotype,C10,   Nervous System Diseases
24679,C0751893,Posterior Fossa Hemorrhage,phenotype,C14,   Cardiovascular Diseases
24680,C0001956,Alcohol Use Disorder,disease,C25,   Chemically-Induced Disorders
24681,C0001956,Alcohol Use Disorder,disease,F03,   Mental Disorders
24682,C0001973,"Alcoholic Intoxication, Chronic",disease,C25,   Chemically-Induced Disorders
24683,C0001973,"Alcoholic Intoxication, Chronic",disease,F03,   Mental Disorders
24684,C0085762,Alcohol abuse,disease,C25,   Chemically-Induced Disorders
24685,C0085762,Alcohol abuse,disease,F03,   Mental Disorders
24686,C0022658,Kidney Diseases,group,C13,   Female Urogenital Diseases and Pregnancy Complications
24687,C0022658,Kidney Diseases,group,C12,   Male Urogenital Diseases
24697,C0023186,Learning Disorders,group,C23,"   Pathological Conditions, Signs and Symptoms"
24698,C0023186,Learning Disorders,group,C10,   Nervous System Diseases
24699,C0023186,Learning Disorders,group,F03,   Mental Disorders
24700,C0025261,Memory Disorders,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24701,C0025261,Memory Disorders,disease,C10,   Nervous System Diseases
24702,C0025261,Memory Disorders,disease,F01,   Behavior and Behavior Mechanisms
24703,C0233794,Memory impairment,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24704,C0233794,Memory impairment,phenotype,C10,   Nervous System Diseases
24705,C0233794,Memory impairment,phenotype,F01,   Behavior and Behavior Mechanisms
24706,C0751262,Adult Learning Disorders,group,C23,"   Pathological Conditions, Signs and Symptoms"
24707,C0751262,Adult Learning Disorders,group,C10,   Nervous System Diseases
24708,C0751262,Adult Learning Disorders,group,F03,   Mental Disorders
24709,C0751263,Learning Disturbance,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24710,C0751263,Learning Disturbance,disease,C10,   Nervous System Diseases
24711,C0751263,Learning Disturbance,disease,F03,   Mental Disorders
24712,C0751265,Learning Disabilities,disease,C23,"   Pathological Conditions, Signs and Symptoms"
24713,C0751265,Learning Disabilities,disease,C10,   Nervous System Diseases
24714,C0751265,Learning Disabilities,disease,F03,   Mental Disorders
24715,C0751292,Age-Related Memory Disorders,group,C23,"   Pathological Conditions, Signs and Symptoms"
24716,C0751292,Age-Related Memory Disorders,group,C10,   Nervous System Diseases
24717,C0751292,Age-Related Memory Disorders,group,F01,   Behavior and Behavior Mechanisms
24718,C0751293,"Memory Disorder, Semantic",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24719,C0751293,"Memory Disorder, Semantic",phenotype,C10,   Nervous System Diseases
24720,C0751293,"Memory Disorder, Semantic",phenotype,F01,   Behavior and Behavior Mechanisms
24721,C0751294,"Memory Disorder, Spatial",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24722,C0751294,"Memory Disorder, Spatial",phenotype,C10,   Nervous System Diseases
24723,C0751294,"Memory Disorder, Spatial",phenotype,F01,   Behavior and Behavior Mechanisms
24724,C0751295,Memory Loss,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24725,C0751295,Memory Loss,phenotype,C10,   Nervous System Diseases
24726,C0751295,Memory Loss,phenotype,F01,   Behavior and Behavior Mechanisms
24727,C1330966,Developmental Academic Disorder,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24728,C1330966,Developmental Academic Disorder,phenotype,C10,   Nervous System Diseases
24729,C1330966,Developmental Academic Disorder,phenotype,F03,   Mental Disorders
24730,C0020429,Hyperalgesia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24731,C0020429,Hyperalgesia,phenotype,C10,   Nervous System Diseases
24740,C0458247,Allodynia,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
24741,C0458247,Allodynia,phenotype,C10,   Nervous System Diseases
24750,C0751211,"Hyperalgesia, Primary",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
